date,product_id,transaction_type,quantity,ending_inventory,order_id,unit_cost,transaction_value
2023-11-02,FOO-003,consumption,-250.0,8213.0,,4.8,1200.0
2023-11-02,HOM-001,consumption,-338.0,5600.0,,12.0,4056.0
2023-11-02,HOM-002,consumption,-369.0,8068.0,,18.0,6642.0
2023-11-02,HOM-003,consumption,-334.0,9394.0,,60.0,20040.0
2023-11-02,TOY-001,consumption,-292.0,7426.0,,9.0,2628.0
2023-11-02,TOY-002,consumption,-341.0,5887.0,,6.0,2046.0
2023-11-02,TOY-003,consumption,-333.0,9148.0,,12.0,3996.0
2023-11-03,CLO-001,consumption,-348.0,12001.0,,6.0,2088.0
2023-11-03,CLO-002,consumption,-283.0,5065.0,,18.0,5094.0
2023-11-03,CLO-003,consumption,-291.0,8586.0,,30.0,8730.0
2023-11-03,ELE-001,consumption,-352.0,5736.0,,180.0,63360.0
2023-11-03,ELE-002,consumption,-367.0,12400.0,,480.0,176160.0
2023-11-03,ELE-003,consumption,-351.0,9164.0,,30.0,10530.0
2023-11-03,FOO-001,consumption,-360.0,7375.0,,3.0,1080.0
2023-11-03,FOO-002,consumption,-254.0,8336.0,,1.2,304.8
2023-11-03,FOO-003,consumption,-274.0,7939.0,,4.8,1315.2
2023-11-03,HOM-001,consumption,-345.0,5255.0,,12.0,4140.0
2023-11-03,HOM-002,consumption,-400.0,7668.0,,18.0,7200.0
2023-11-03,HOM-002,order,9932.0,7668.0,ORD-HOM-002-20231103,18.0,178776.0
2023-11-03,HOM-003,consumption,-336.0,9058.0,,60.0,20160.0
2023-11-03,TOY-001,consumption,-295.0,7131.0,,9.0,2655.0
2023-11-03,TOY-002,consumption,-348.0,5539.0,,6.0,2088.0
2023-11-03,TOY-003,consumption,-347.0,8801.0,,12.0,4164.0
2023-11-04,CLO-001,consumption,-428.0,11573.0,,6.0,2568.0
2023-11-04,CLO-002,consumption,-354.0,4711.0,,18.0,6372.0
2023-11-04,CLO-003,consumption,-340.0,8246.0,,30.0,10200.0
2023-11-04,CLO-003,order,9094.0,8246.0,ORD-CLO-003-20231104,30.0,272820.0
2023-11-04,ELE-001,consumption,-408.0,5328.0,,180.0,73440.0
2023-11-04,ELE-002,consumption,-423.0,11977.0,,480.0,203040.0
2023-11-04,ELE-003,consumption,-455.0,8709.0,,30.0,13650.0
2023-11-04,FOO-001,consumption,-417.0,6958.0,,3.0,1251.0
2023-11-04,FOO-002,consumption,-303.0,8033.0,,1.2,363.59999999999997
2023-11-04,FOO-003,consumption,-310.0,7629.0,,4.8,1488.0
2023-11-04,HOM-001,consumption,-403.0,4852.0,,12.0,4836.0
2023-11-04,HOM-001,order,10059.0,4852.0,ORD-HOM-001-20231104,12.0,120708.0
2023-11-04,HOM-002,consumption,-442.0,7226.0,,18.0,7956.0
2023-11-04,HOM-003,consumption,-395.0,8663.0,,60.0,23700.0
2023-11-04,TOY-001,consumption,-361.0,6770.0,,9.0,3249.0
2023-11-04,TOY-002,consumption,-392.0,5147.0,,6.0,2352.0
2023-11-04,TOY-003,consumption,-445.0,8356.0,,12.0,5340.0
2023-11-05,CLO-001,consumption,-429.0,11144.0,,6.0,2574.0
2023-11-05,CLO-002,consumption,-352.0,4359.0,,18.0,6336.0
2023-11-05,CLO-003,consumption,-336.0,7910.0,,30.0,10080.0
2023-11-05,ELE-001,consumption,-432.0,4896.0,,180.0,77760.0
2023-11-05,ELE-002,consumption,-402.0,11575.0,,480.0,192960.0
2023-11-05,ELE-003,consumption,-471.0,8238.0,,30.0,14130.0
2023-11-05,FOO-001,consumption,-419.0,6539.0,,3.0,1257.0
2023-11-05,FOO-002,consumption,-304.0,7729.0,,1.2,364.8
2023-11-05,FOO-003,consumption,-325.0,7304.0,,4.8,1560.0
2023-11-05,HOM-001,consumption,-373.0,4479.0,,12.0,4476.0
2023-11-05,HOM-002,consumption,-431.0,6795.0,,18.0,7758.0
2023-11-05,HOM-003,consumption,-389.0,8274.0,,60.0,23340.0
2023-11-05,TOY-001,consumption,-383.0,6387.0,,9.0,3447.0
2023-11-05,TOY-002,consumption,-392.0,4755.0,,6.0,2352.0
2023-11-05,TOY-003,consumption,-410.0,7946.0,,12.0,4920.0
2023-11-06,CLO-001,consumption,-340.0,10804.0,,6.0,2040.0
2023-11-06,CLO-002,consumption,-290.0,4069.0,,18.0,5220.0
2023-11-06,CLO-003,consumption,-295.0,7615.0,,30.0,8850.0
2023-11-06,ELE-001,consumption,-346.0,4550.0,,180.0,62280.0
2023-11-06,ELE-002,consumption,-348.0,11227.0,,480.0,167040.0
2023-11-06,ELE-003,consumption,-356.0,7882.0,,30.0,10680.0
2023-11-06,FOO-001,consumption,-362.0,6177.0,,3.0,1086.0
2023-11-06,FOO-002,consumption,-256.0,7473.0,,1.2,307.2
2023-11-06,FOO-003,consumption,-269.0,7035.0,,4.8,1291.2
2023-11-06,HOM-001,consumption,-341.0,4138.0,,12.0,4092.0
2023-11-06,HOM-002,consumption,-369.0,6426.0,,18.0,6642.0
2023-11-06,HOM-003,consumption,-348.0,7926.0,,60.0,20880.0
2023-11-06,TOY-001,consumption,-318.0,6069.0,,9.0,2862.0
2023-11-06,TOY-002,consumption,-327.0,4428.0,,6.0,1962.0
2023-11-06,TOY-003,consumption,-350.0,7596.0,,12.0,4200.0
2023-11-07,CLO-001,consumption,-365.0,10439.0,,6.0,2190.0
2023-11-07,CLO-002,consumption,-287.0,3782.0,,18.0,5166.0
2023-11-07,CLO-003,consumption,-282.0,7333.0,,30.0,8460.0
2023-11-07,ELE-001,consumption,-335.0,4215.0,,180.0,60300.0
2023-11-07,ELE-002,consumption,-344.0,10883.0,,480.0,165120.0
2023-11-07,ELE-003,consumption,-355.0,7527.0,,30.0,10650.0
2023-11-07,FOO-001,consumption,-352.0,5825.0,,3.0,1056.0
2023-11-07,FOO-002,consumption,-257.0,7216.0,,1.2,308.4
2023-11-07,FOO-003,consumption,-267.0,6768.0,,4.8,1281.6
2023-11-07,HOM-001,consumption,-313.0,3825.0,,12.0,3756.0
2023-11-07,HOM-002,consumption,-378.0,6048.0,,18.0,6804.0
2023-11-07,HOM-003,consumption,-344.0,7582.0,,60.0,20640.0
2023-11-07,TOY-001,consumption,-298.0,5771.0,,9.0,2682.0
2023-11-07,TOY-002,consumption,-332.0,4096.0,,6.0,1992.0
2023-11-07,TOY-003,consumption,-349.0,7247.0,,12.0,4188.0
2023-11-08,CLO-001,consumption,-353.0,10086.0,,6.0,2118.0
2023-11-08,CLO-002,consumption,-284.0,3498.0,,18.0,5112.0
2023-11-08,CLO-003,consumption,-284.0,7049.0,,30.0,8520.0
2023-11-08,ELE-001,consumption,-369.0,3846.0,,180.0,66420.0
2023-11-08,ELE-002,consumption,-352.0,10531.0,,480.0,168960.0
2023-11-08,ELE-003,consumption,-362.0,7165.0,,30.0,10860.0
2023-11-08,FOO-001,consumption,-358.0,5467.0,,3.0,1074.0
2023-11-08,FOO-002,consumption,-255.0,6961.0,,1.2,306.0
2023-11-08,FOO-003,consumption,-246.0,6522.0,,4.8,1180.8
2023-11-08,HOM-001,consumption,-336.0,3489.0,,12.0,4032.0
2023-11-08,HOM-002,consumption,-367.0,5681.0,,18.0,6606.0
2023-11-08,HOM-003,consumption,-347.0,7235.0,,60.0,20820.0
2023-11-08,TOY-001,consumption,-312.0,5459.0,,9.0,2808.0
2023-11-08,TOY-002,consumption,-329.0,3767.0,,6.0,1974.0
2023-11-08,TOY-003,consumption,-367.0,6880.0,,12.0,4404.0
2023-11-09,CLO-001,consumption,-333.0,9753.0,,6.0,1998.0
2023-11-09,CLO-002,consumption,-290.0,3208.0,,18.0,5220.0
2023-11-09,CLO-003,consumption,-295.0,6754.0,,30.0,8850.0
2023-11-09,ELE-001,consumption,-349.0,3497.0,,180.0,62820.0
2023-11-09,ELE-002,consumption,-361.0,10170.0,,480.0,173280.0
2023-11-09,ELE-003,consumption,-359.0,6806.0,,30.0,10770.0
2023-11-09,FOO-001,consumption,-352.0,5115.0,,3.0,1056.0
2023-11-09,FOO-002,consumption,-257.0,6704.0,,1.2,308.4
2023-11-09,FOO-003,consumption,-258.0,6264.0,,4.8,1238.3999999999999
2023-11-09,HOM-001,consumption,-334.0,3155.0,,12.0,4008.0
2023-11-09,HOM-002,consumption,-364.0,5317.0,,18.0,6552.0
2023-11-09,HOM-003,consumption,-337.0,6898.0,,60.0,20220.0
2023-11-09,TOY-001,consumption,-314.0,5145.0,,9.0,2826.0
2023-11-09,TOY-002,consumption,-317.0,3450.0,,6.0,1902.0
2023-11-09,TOY-003,consumption,-337.0,6543.0,,12.0,4044.0
2023-11-10,CLO-001,consumption,-369.0,9384.0,,6.0,2214.0
2023-11-10,CLO-002,consumption,-298.0,2910.0,,18.0,5364.0
2023-11-10,CLO-003,consumption,-282.0,6472.0,,30.0,8460.0
2023-11-10,ELE-001,consumption,-338.0,3159.0,,180.0,60840.0
2023-11-10,ELE-002,consumption,-344.0,9826.0,,480.0,165120.0
2023-11-10,ELE-003,consumption,-363.0,6443.0,,30.0,10890.0
2023-11-10,FOO-001,consumption,-343.0,4772.0,,3.0,1029.0
2023-11-10,FOO-001,order,7919.0,4772.0,ORD-FOO-001-20231110,3.0,23757.0
2023-11-10,FOO-002,consumption,-253.0,6451.0,,1.2,303.59999999999997
2023-11-10,FOO-003,consumption,-265.0,5999.0,,4.8,1272.0
2023-11-10,HOM-001,consumption,-309.0,2846.0,,12.0,3708.0
2023-11-10,HOM-002,consumption,-371.0,4946.0,,18.0,6678.0
2023-11-10,HOM-003,consumption,-329.0,6569.0,,60.0,19740.0
2023-11-10,TOY-001,consumption,-311.0,4834.0,,9.0,2799.0
2023-11-10,TOY-002,consumption,-349.0,3101.0,,6.0,2094.0
2023-11-10,TOY-003,consumption,-357.0,6186.0,,12.0,4284.0
2023-11-11,CLO-002,receiving,9003.0,11913.0,ORD-CLO-002-20231028,18.0,162054.0
2023-11-11,ELE-001,receiving,10407.0,13566.0,ORD-ELE-001-20231028,180.0,1873260.0
2023-11-11,TOY-002,receiving,10295.0,13396.0,ORD-TOY-002-20231028,6.0,61770.0
2023-11-11,HOM-001,receiving,10059.0,12905.0,ORD-HOM-001-20231104,12.0,120708.0
2023-11-11,CLO-001,consumption,-448.0,8936.0,,6.0,2688.0
2023-11-11,CLO-002,consumption,-357.0,11556.0,,18.0,6426.0
2023-11-11,CLO-003,consumption,-344.0,6128.0,,30.0,10320.0
2023-11-11,ELE-001,consumption,-426.0,13140.0,,180.0,76680.0
2023-11-11,ELE-002,consumption,-421.0,9405.0,,480.0,202080.0
2023-11-11,ELE-002,order,12066.0,9405.0,ORD-ELE-002-20231111,480.0,5791680.0
2023-11-11,ELE-003,consumption,-460.0,5983.0,,30.0,13800.0
2023-11-11,ELE-003,order,11037.0,5983.0,ORD-ELE-003-20231111,30.0,331110.0
2023-11-11,FOO-001,consumption,-421.0,4351.0,,3.0,1263.0
2023-11-11,FOO-002,consumption,-287.0,6164.0,,1.2,344.4
2023-11-11,FOO-003,consumption,-306.0,5693.0,,4.8,1468.8
2023-11-11,HOM-001,consumption,-397.0,12508.0,,12.0,4764.0
2023-11-11,HOM-002,consumption,-450.0,4496.0,,18.0,8100.0
2023-11-11,HOM-003,consumption,-395.0,6174.0,,60.0,23700.0
2023-11-11,TOY-001,consumption,-348.0,4486.0,,9.0,3132.0
2023-11-11,TOY-001,order,8390.0,4486.0,ORD-TOY-001-20231111,9.0,75510.0
2023-11-11,TOY-002,consumption,-411.0,12985.0,,6.0,2466.0
2023-11-11,TOY-003,consumption,-417.0,5769.0,,12.0,5004.0
2023-11-12,CLO-001,consumption,-432.0,8504.0,,6.0,2592.0
2023-11-12,CLO-002,consumption,-361.0,11195.0,,18.0,6498.0
2023-11-12,CLO-003,consumption,-340.0,5788.0,,30.0,10200.0
2023-11-12,ELE-001,consumption,-427.0,12713.0,,180.0,76860.0
2023-11-12,ELE-002,consumption,-430.0,8975.0,,480.0,206400.0
2023-11-12,ELE-003,consumption,-437.0,5546.0,,30.0,13110.0
2023-11-12,FOO-001,consumption,-431.0,3920.0,,3.0,1293.0
2023-11-12,FOO-002,consumption,-300.0,5864.0,,1.2,360.0
2023-11-12,FOO-002,order,7336.0,5864.0,ORD-FOO-002-20231112,1.2,8803.199999999999
2023-11-12,FOO-003,consumption,-342.0,5351.0,,4.8,1641.6
2023-11-12,HOM-001,consumption,-391.0,12117.0,,12.0,4692.0
2023-11-12,HOM-002,consumption,-429.0,4067.0,,18.0,7722.0
2023-11-12,HOM-003,consumption,-405.0,5769.0,,60.0,24300.0
2023-11-12,TOY-001,consumption,-369.0,4117.0,,9.0,3321.0
2023-11-12,TOY-002,consumption,-416.0,12569.0,,6.0,2496.0
2023-11-12,TOY-003,consumption,-417.0,5352.0,,12.0,5004.0
2023-11-13,CLO-001,consumption,-359.0,8145.0,,6.0,2154.0
2023-11-13,CLO-002,consumption,-291.0,10904.0,,18.0,5238.0
2023-11-13,CLO-003,consumption,-287.0,5501.0,,30.0,8610.0
2023-11-13,ELE-001,consumption,-363.0,12350.0,,180.0,65340.0
2023-11-13,ELE-002,consumption,-348.0,8627.0,,480.0,167040.0
2023-11-13,ELE-003,consumption,-374.0,5172.0,,30.0,11220.0
2023-11-13,FOO-001,consumption,-343.0,3577.0,,3.0,1029.0
2023-11-13,FOO-002,consumption,-261.0,5603.0,,1.2,313.2
2023-11-13,FOO-003,consumption,-275.0,5076.0,,4.8,1320.0
2023-11-13,HOM-001,consumption,-329.0,11788.0,,12.0,3948.0
2023-11-13,HOM-002,consumption,-376.0,3691.0,,18.0,6768.0
2023-11-13,HOM-003,consumption,-347.0,5422.0,,60.0,20820.0
2023-11-13,TOY-001,consumption,-319.0,3798.0,,9.0,2871.0
2023-11-13,TOY-002,consumption,-340.0,12229.0,,6.0,2040.0
2023-11-13,TOY-003,consumption,-373.0,4979.0,,12.0,4476.0
2023-11-14,CLO-001,consumption,-358.0,7787.0,,6.0,2148.0
2023-11-14,CLO-002,consumption,-304.0,10600.0,,18.0,5472.0
2023-11-14,CLO-003,consumption,-270.0,5231.0,,30.0,8100.0
2023-11-14,ELE-001,consumption,-329.0,12021.0,,180.0,59220.0
2023-11-14,ELE-002,consumption,-360.0,8267.0,,480.0,172800.0
2023-11-14,ELE-003,consumption,-381.0,4791.0,,30.0,11430.0
2023-11-14,FOO-001,consumption,-328.0,3249.0,,3.0,984.0
2023-11-14,FOO-002,consumption,-253.0,5350.0,,1.2,303.59999999999997
2023-11-14,FOO-003,consumption,-265.0,4811.0,,4.8,1272.0
2023-11-14,HOM-001,consumption,-321.0,11467.0,,12.0,3852.0
2023-11-14,HOM-002,consumption,-393.0,3298.0,,18.0,7074.0
2023-11-14,HOM-003,consumption,-320.0,5102.0,,60.0,19200.0
2023-11-14,TOY-001,consumption,-312.0,3486.0,,9.0,2808.0
2023-11-14,TOY-002,consumption,-339.0,11890.0,,6.0,2034.0
2023-11-14,TOY-003,consumption,-358.0,4621.0,,12.0,4296.0
2023-11-15,CLO-001,consumption,-354.0,7433.0,,6.0,2124.0
2023-11-15,CLO-002,consumption,-286.0,10314.0,,18.0,5148.0
2023-11-15,CLO-003,consumption,-274.0,4957.0,,30.0,8220.0
2023-11-15,ELE-001,consumption,-358.0,11663.0,,180.0,64440.0
2023-11-15,ELE-002,consumption,-344.0,7923.0,,480.0,165120.0
2023-11-15,ELE-003,consumption,-357.0,4434.0,,30.0,10710.0
2023-11-15,FOO-001,consumption,-342.0,2907.0,,3.0,1026.0
2023-11-15,FOO-002,consumption,-250.0,5100.0,,1.2,300.0
2023-11-15,FOO-003,consumption,-258.0,4553.0,,4.8,1238.3999999999999
2023-11-15,HOM-001,consumption,-329.0,11138.0,,12.0,3948.0
2023-11-15,HOM-002,consumption,-376.0,2922.0,,18.0,6768.0
2023-11-15,HOM-003,consumption,-330.0,4772.0,,60.0,19800.0
2023-11-15,TOY-001,consumption,-312.0,3174.0,,9.0,2808.0
2023-11-15,TOY-002,consumption,-339.0,11551.0,,6.0,2034.0
2023-11-15,TOY-003,consumption,-342.0,4279.0,,12.0,4104.0
2023-11-16,CLO-001,consumption,-359.0,7074.0,,6.0,2154.0
2023-11-16,CLO-002,consumption,-289.0,10025.0,,18.0,5202.0
2023-11-16,CLO-003,consumption,-286.0,4671.0,,30.0,8580.0
2023-11-16,ELE-001,consumption,-355.0,11308.0,,180.0,63900.0
2023-11-16,ELE-002,consumption,-360.0,7563.0,,480.0,172800.0
2023-11-16,ELE-003,consumption,-367.0,4067.0,,30.0,11010.0
2023-11-16,FOO-001,consumption,-345.0,2562.0,,3.0,1035.0
2023-11-16,FOO-002,consumption,-244.0,4856.0,,1.2,292.8
2023-11-16,FOO-003,consumption,-253.0,4300.0,,4.8,1214.3999999999999
2023-11-16,HOM-001,consumption,-334.0,10804.0,,12.0,4008.0
2023-11-16,HOM-002,consumption,-369.0,2553.0,,18.0,6642.0
2023-11-16,HOM-003,consumption,-330.0,4442.0,,60.0,19800.0
2023-11-16,TOY-001,consumption,-305.0,2869.0,,9.0,2745.0
2023-11-16,TOY-002,consumption,-358.0,11193.0,,6.0,2148.0
2023-11-16,TOY-003,consumption,-363.0,3916.0,,12.0,4356.0
2023-11-17,HOM-002,receiving,9932.0,12485.0,ORD-HOM-002-20231103,18.0,178776.0
2023-11-17,FOO-001,receiving,7919.0,10481.0,ORD-FOO-001-20231110,3.0,23757.0
2023-11-17,CLO-001,consumption,-373.0,6701.0,,6.0,2238.0
2023-11-17,CLO-002,consumption,-297.0,9728.0,,18.0,5346.0
2023-11-17,CLO-003,consumption,-289.0,4382.0,,30.0,8670.0
2023-11-17,ELE-001,consumption,-357.0,10951.0,,180.0,64260.0
2023-11-17,ELE-002,consumption,-363.0,7200.0,,480.0,174240.0
2023-11-17,ELE-003,consumption,-364.0,3703.0,,30.0,10920.0
2023-11-17,FOO-001,consumption,-362.0,10119.0,,3.0,1086.0
2023-11-17,FOO-002,consumption,-260.0,4596.0,,1.2,312.0
2023-11-17,FOO-003,consumption,-263.0,4037.0,,4.8,1262.3999999999999
2023-11-17,HOM-001,consumption,-328.0,10476.0,,12.0,3936.0
2023-11-17,HOM-002,consumption,-364.0,12121.0,,18.0,6552.0
2023-11-17,HOM-003,consumption,-330.0,4112.0,,60.0,19800.0
2023-11-17,TOY-001,consumption,-291.0,2578.0,,9.0,2619.0
2023-11-17,TOY-002,consumption,-332.0,10861.0,,6.0,1992.0
2023-11-17,TOY-003,consumption,-367.0,3549.0,,12.0,4404.0
2023-11-18,TOY-003,receiving,9981.0,13530.0,ORD-TOY-003-20231028,12.0,119772.0
2023-11-18,ELE-003,receiving,11037.0,14740.0,ORD-ELE-003-20231111,30.0,331110.0
2023-11-18,TOY-001,receiving,8390.0,10968.0,ORD-TOY-001-20231111,9.0,75510.0
2023-11-18,CLO-001,consumption,-441.0,6260.0,,6.0,2646.0
2023-11-18,CLO-002,consumption,-341.0,9387.0,,18.0,6138.0
2023-11-18,CLO-003,consumption,-330.0,4052.0,,30.0,9900.0
2023-11-18,ELE-001,consumption,-437.0,10514.0,,180.0,78660.0
2023-11-18,ELE-002,consumption,-415.0,6785.0,,480.0,199200.0
2023-11-18,ELE-003,consumption,-441.0,14299.0,,30.0,13230.0
2023-11-18,FOO-001,consumption,-412.0,9707.0,,3.0,1236.0
2023-11-18,FOO-002,consumption,-309.0,4287.0,,1.2,370.8
2023-11-18,FOO-003,consumption,-317.0,3720.0,,4.8,1521.6
2023-11-18,HOM-001,consumption,-386.0,10090.0,,12.0,4632.0
2023-11-18,HOM-002,consumption,-454.0,11667.0,,18.0,8172.0
2023-11-18,HOM-003,consumption,-398.0,3714.0,,60.0,23880.0
2023-11-18,TOY-001,consumption,-378.0,10590.0,,9.0,3402.0
2023-11-18,TOY-002,consumption,-413.0,10448.0,,6.0,2478.0
2023-11-18,TOY-003,consumption,-418.0,13112.0,,12.0,5016.0
2023-11-19,FOO-003,receiving,7722.0,11442.0,ORD-FOO-003-20231029,4.8,37065.6
2023-11-19,HOM-003,receiving,9018.0,12732.0,ORD-HOM-003-20231029,60.0,541080.0
2023-11-19,CLO-001,consumption,-417.0,5843.0,,6.0,2502.0
2023-11-19,CLO-002,consumption,-350.0,9037.0,,18.0,6300.0
2023-11-19,CLO-003,consumption,-352.0,3700.0,,30.0,10560.0
2023-11-19,ELE-001,consumption,-428.0,10086.0,,180.0,77040.0
2023-11-19,ELE-002,consumption,-426.0,6359.0,,480.0,204480.0
2023-11-19,ELE-003,consumption,-401.0,13898.0,,30.0,12030.0
2023-11-19,FOO-001,consumption,-422.0,9285.0,,3.0,1266.0
2023-11-19,FOO-002,consumption,-313.0,3974.0,,1.2,375.59999999999997
2023-11-19,FOO-003,consumption,-301.0,11141.0,,4.8,1444.8
2023-11-19,HOM-001,consumption,-389.0,9701.0,,12.0,4668.0
2023-11-19,HOM-002,consumption,-446.0,11221.0,,18.0,8028.0
2023-11-19,HOM-003,consumption,-401.0,12331.0,,60.0,24060.0
2023-11-19,TOY-001,consumption,-385.0,10205.0,,9.0,3465.0
2023-11-19,TOY-002,consumption,-404.0,10044.0,,6.0,2424.0
2023-11-19,TOY-003,consumption,-429.0,12683.0,,12.0,5148.0
2023-11-20,CLO-001,consumption,-366.0,5477.0,,6.0,2196.0
2023-11-20,CLO-002,consumption,-301.0,8736.0,,18.0,5418.0
2023-11-20,CLO-003,consumption,-277.0,3423.0,,30.0,8310.0
2023-11-20,ELE-001,consumption,-369.0,9717.0,,180.0,66420.0
2023-11-20,ELE-002,consumption,-364.0,5995.0,,480.0,174720.0
2023-11-20,ELE-003,consumption,-374.0,13524.0,,30.0,11220.0
2023-11-20,FOO-001,consumption,-352.0,8933.0,,3.0,1056.0
2023-11-20,FOO-002,consumption,-250.0,3724.0,,1.2,300.0
2023-11-20,FOO-003,consumption,-289.0,10852.0,,4.8,1387.2
2023-11-20,HOM-001,consumption,-327.0,9374.0,,12.0,3924.0
2023-11-20,HOM-002,consumption,-398.0,10823.0,,18.0,7164.0
2023-11-20,HOM-003,consumption,-332.0,11999.0,,60.0,19920.0
2023-11-20,TOY-001,consumption,-308.0,9897.0,,9.0,2772.0
2023-11-20,TOY-002,consumption,-346.0,9698.0,,6.0,2076.0
2023-11-20,TOY-003,consumption,-360.0,12323.0,,12.0,4320.0
2023-11-21,CLO-001,consumption,-373.0,5104.0,,6.0,2238.0
2023-11-21,CLO-001,order,8697.0,5104.0,ORD-CLO-001-20231121,6.0,52182.0
2023-11-21,CLO-002,consumption,-301.0,8435.0,,18.0,5418.0
2023-11-21,CLO-003,consumption,-287.0,3136.0,,30.0,8610.0
2023-11-21,ELE-001,consumption,-344.0,9373.0,,180.0,61920.0
2023-11-21,ELE-002,consumption,-351.0,5644.0,,480.0,168480.0
2023-11-21,ELE-003,consumption,-350.0,13174.0,,30.0,10500.0
2023-11-21,FOO-001,consumption,-354.0,8579.0,,3.0,1062.0
2023-11-21,FOO-002,consumption,-250.0,3474.0,,1.2,300.0
2023-11-21,FOO-003,consumption,-270.0,10582.0,,4.8,1296.0
2023-11-21,HOM-001,consumption,-325.0,9049.0,,12.0,3900.0
2023-11-21,HOM-002,consumption,-355.0,10468.0,,18.0,6390.0
2023-11-21,HOM-003,consumption,-327.0,11672.0,,60.0,19620.0
2023-11-21,TOY-001,consumption,-294.0,9603.0,,9.0,2646.0
2023-11-21,TOY-002,consumption,-335.0,9363.0,,6.0,2010.0
2023-11-21,TOY-003,consumption,-340.0,11983.0,,12.0,4080.0
2023-11-22,CLO-001,consumption,-357.0,4747.0,,6.0,2142.0
2023-11-22,CLO-002,consumption,-288.0,8147.0,,18.0,5184.0
2023-11-22,CLO-003,consumption,-290.0,2846.0,,30.0,8700.0
2023-11-22,ELE-001,consumption,-335.0,9038.0,,180.0,60300.0
2023-11-22,ELE-002,consumption,-359.0,5285.0,,480.0,172320.0
2023-11-22,ELE-003,consumption,-377.0,12797.0,,30.0,11310.0
2023-11-22,FOO-001,consumption,-353.0,8226.0,,3.0,1059.0
2023-11-22,FOO-002,consumption,-264.0,3210.0,,1.2,316.8
2023-11-22,FOO-003,consumption,-279.0,10303.0,,4.8,1339.2
2023-11-22,HOM-001,consumption,-326.0,8723.0,,12.0,3912.0
2023-11-22,HOM-002,consumption,-371.0,10097.0,,18.0,6678.0
2023-11-22,HOM-003,consumption,-340.0,11332.0,,60.0,20400.0
2023-11-22,TOY-001,consumption,-296.0,9307.0,,9.0,2664.0
2023-11-22,TOY-002,consumption,-353.0,9010.0,,6.0,2118.0
2023-11-22,TOY-003,consumption,-335.0,11648.0,,12.0,4020.0
2023-11-23,CLO-001,consumption,-375.0,4372.0,,6.0,2250.0
2023-11-23,CLO-002,consumption,-277.0,7870.0,,18.0,4986.0
2023-11-23,CLO-003,consumption,-295.0,2551.0,,30.0,8850.0
2023-11-23,ELE-001,consumption,-342.0,8696.0,,180.0,61560.0
2023-11-23,ELE-002,consumption,-321.0,4964.0,,480.0,154080.0
2023-11-23,ELE-003,consumption,-362.0,12435.0,,30.0,10860.0
2023-11-23,FOO-001,consumption,-372.0,7854.0,,3.0,1116.0
2023-11-23,FOO-002,consumption,-256.0,2954.0,,1.2,307.2
2023-11-23,FOO-003,consumption,-271.0,10032.0,,4.8,1300.8
2023-11-23,HOM-001,consumption,-311.0,8412.0,,12.0,3732.0
2023-11-23,HOM-002,consumption,-378.0,9719.0,,18.0,6804.0
2023-11-23,HOM-003,consumption,-327.0,11005.0,,60.0,19620.0
2023-11-23,TOY-001,consumption,-311.0,8996.0,,9.0,2799.0
2023-11-23,TOY-002,consumption,-352.0,8658.0,,6.0,2112.0
2023-11-23,TOY-003,consumption,-340.0,11308.0,,12.0,4080.0
2023-11-24,CLO-001,consumption,-376.0,3996.0,,6.0,2256.0
2023-11-24,CLO-002,consumption,-287.0,7583.0,,18.0,5166.0
2023-11-24,CLO-003,consumption,-282.0,2269.0,,30.0,8460.0
2023-11-24,ELE-001,consumption,-354.0,8342.0,,180.0,63720.0
2023-11-24,ELE-002,consumption,-362.0,4602.0,,480.0,173760.0
2023-11-24,ELE-003,consumption,-373.0,12062.0,,30.0,11190.0
2023-11-24,FOO-001,consumption,-363.0,7491.0,,3.0,1089.0
2023-11-24,FOO-002,consumption,-249.0,2705.0,,1.2,298.8
2023-11-24,FOO-003,consumption,-259.0,9773.0,,4.8,1243.2
2023-11-24,HOM-001,consumption,-333.0,8079.0,,12.0,3996.0
2023-11-24,HOM-002,consumption,-348.0,9371.0,,18.0,6264.0
2023-11-24,HOM-003,consumption,-311.0,10694.0,,60.0,18660.0
2023-11-24,TOY-001,consumption,-315.0,8681.0,,9.0,2835.0
2023-11-24,TOY-002,consumption,-363.0,8295.0,,6.0,2178.0
2023-11-24,TOY-003,consumption,-359.0,10949.0,,12.0,4308.0
2023-11-25,CLO-003,receiving,9094.0,11363.0,ORD-CLO-003-20231104,30.0,272820.0
2023-11-25,CLO-001,consumption,-468.0,3528.0,,6.0,2808.0
2023-11-25,CLO-002,consumption,-367.0,7216.0,,18.0,6606.0
2023-11-25,CLO-002,order,8932.0,7216.0,ORD-CLO-002-20231125,18.0,160776.0
2023-11-25,CLO-003,consumption,-328.0,11035.0,,30.0,9840.0
2023-11-25,ELE-001,consumption,-383.0,7959.0,,180.0,68940.0
2023-11-25,ELE-001,order,8893.0,7959.0,ORD-ELE-001-20231125,180.0,1600740.0
2023-11-25,ELE-002,consumption,-421.0,4181.0,,480.0,202080.0
2023-11-25,ELE-003,consumption,-399.0,11663.0,,30.0,11970.0
2023-11-25,FOO-001,consumption,-421.0,7070.0,,3.0,1263.0
2023-11-25,FOO-002,consumption,-296.0,2409.0,,1.2,355.2
2023-11-25,FOO-003,consumption,-314.0,9459.0,,4.8,1507.2
